# METADATA:
# 000XZ: Saint-Martin-du-Bec
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol;temps_omm;complements;source
string;YYYY-MM-DD hh:mm:ss;°C;hPa;hPa;%;°C;m;km/h;km/h;km/h;deg;°C;°C;mm;mm;mm;mm;mm;mm;mm/h;mm/h;W/m²;UV Index;hours;°C;https://www.infoclimat.fr/stations-meteo/ww.php;various;StatIC={oy1110,liveobjects,wlkIPxml,wlkLive,csv,weatherlink,vws,vws2,mnw,weewxPosteriori,wlk2webdlRR,wlkLivePostprocessed,wlk2webdl}|Synop={metno1,ogimet,bufr,inra,arpa-liguria,jma1,swiss-opendata,mcx,meteocentre,andorre,arpa-piemonte}
000XZ;2025-10-04 09:00:00;14.2;1006.2;2.2;75;9.8;;28.3;;55;251;12.9;18.6;0;0.2;0;0;25.4;15.4;0;0;97;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 09:10:00;11.9;1006.3;2.3;80;8.5;;29.7;;69.5;268;11.9;18.6;;;;;;15.4;0;0;146;1.3;;;;1.3@@@@643.2;weatherlink
000XZ;2025-10-04 09:20:00;13.3;1006.3;2.3;77;9.3;;23.7;;49.2;235;11.9;18.6;;;;;;15.4;0;0;550;1.9;;;;1.9@@@@643.2;weatherlink
000XZ;2025-10-04 09:30:00;11.7;1006.9;2.9;83;8.9;;30.8;;75.3;271;11.9;18.6;;;;;;17;5.8;77.4;56;0;;;63;0@@@@644.8;weatherlink
000XZ;2025-10-04 09:40:00;11.1;1006.9;2.9;89;9.4;;28;;55;265;10.9;18.6;;;;;;17.2;1.2;77.4;72;1.2;;;61;1.2@@@@645;weatherlink
000XZ;2025-10-04 09:50:00;12.1;1007.1;3.1;85;9.7;;25.1;;49.2;262;10.9;18.6;;;;;;17.2;0;77.4;91;0.6;;;;0.6@@@@645;weatherlink
000XZ;2025-10-04 10:00:00;12.6;1007.1;2.7;84;10;;30.4;;55;280;10.9;18.6;2;0;0;0;27;17.4;0;77.4;313;1.7;;;;1.7@@@@645.2;weatherlink
000XZ;2025-10-04 10:10:00;13.2;1007.2;2.8;81;10;;26.6;;52.1;237;10.9;18.6;;;;;;17.4;0;77.4;151;1;;;;1@@@@645.2;weatherlink
000XZ;2025-10-04 10:20:00;12.6;1007.2;2.8;81;9.4;;29.7;;66.6;258;10.9;18.6;;;;;;17.4;0;77.4;241;1.4;;;;1.4@@@@645.2;weatherlink
000XZ;2025-10-04 10:30:00;13.5;1007.4;3;77;9.5;;25.8;;69.5;285;10.9;18.6;;;;;;17.4;0;5.8;675;2.4;;;;2.4@@@@645.2;weatherlink
000XZ;2025-10-04 10:40:00;13.9;1007.4;3;74;9.3;;36.8;;78.2;263;10.9;18.6;;;;;;17.4;0;1.2;218;1.1;;;;1.1@@@@645.2;weatherlink
000XZ;2025-10-04 10:50:00;13.9;1007.6;3.2;74;9.4;;29;;57.9;267;10.9;18.6;;;;;;17.4;0;0;229;1.5;;;;1.5@@@@645.2;weatherlink
000XZ;2025-10-04 11:00:00;12.3;1007.8;2.6;80;8.9;;28.7;;55;289;10.9;18.6;0.2;0;0;0;25.6;17.6;0;0;101;1.4;;;;1.4@@@@645.4;weatherlink
000XZ;2025-10-04 11:10:00;12.6;1007.9;2.7;83;9.8;;31.5;;60.8;277;10.9;18.6;;;;;;17.8;1.4;1.4;339;2.1;;;61;2.1@@@@645.6;weatherlink
000XZ;2025-10-04 11:20:00;13.8;1007.8;2.6;73;9;;33.6;;69.5;260;10.9;18.6;;;;;;17.8;0.8;1.4;585;2.8;;;;2.8@@@@645.6;weatherlink
000XZ;2025-10-04 11:30:00;14.3;1007.8;2.6;70;8.9;;32.9;;60.8;263;10.9;18.6;;;;;;17.8;0;1.4;730;3.1;;;;3.1@@@@645.6;weatherlink
000XZ;2025-10-04 11:40:00;13.6;1007.9;2.7;68;7.8;;31.9;;60.8;277;10.9;18.6;;;;;;17.8;0;1.4;28;0;;;;0@@@@645.6;weatherlink
000XZ;2025-10-04 11:50:00;10.8;1008;2.8;83;8.1;;27.6;;57.9;274;10.8;18.6;;;;;;18.4;1.4;45.8;506;2.9;;;61;2.9@@@@646.2;weatherlink
000XZ;2025-10-04 12:00:00;12.3;1007.9;1.7;84;9.7;;21.2;;46.3;273;10.8;18.6;0.8;3;3.2;0;21.6;18.4;0;45.8;510;2.5;;;;2.5@@@@646.2;weatherlink
000XZ;2025-10-04 12:10:00;13.7;1007.7;1.5;79;10.1;;20.2;;49.2;265;10.8;18.6;;;;;;18.4;0;45.8;698;1.8;;;;1.8@@@@646.2;weatherlink
000XZ;2025-10-04 12:20:00;14.5;1007.8;1.6;70;9.1;;35.4;;75.3;242;10.8;18.6;;;;;;18.4;0;45.8;258;2.7;;;;2.7@@@@646.2;weatherlink
000XZ;2025-10-04 12:30:00;14.6;1007.8;1.6;67;8.5;;32.6;;57.9;264;10.8;18.6;;;;;;18.4;0;45.8;105;1.8;;;;1.8@@@@646.2;weatherlink
000XZ;2025-10-04 12:40:00;14.6;1008;1.8;70;9.2;;36.1;;66.6;261;10.8;18.6;;;;;;18.4;0;45.8;573;2.9;;;;2.9@@@@646.2;weatherlink
000XZ;2025-10-04 12:50:00;14.9;1008;1.8;69;9.3;;31.5;;84;254;10.8;18.6;;;;;;18.4;0;1.4;448;2.8;;;;2.8@@@@646.2;weatherlink
000XZ;2025-10-04 13:00:00;14.9;1008;0.9;68;9.1;;28.7;;49.2;249;10.8;18.6;0;0;0;0;20.4;18.4;0;0;234;2.2;;;;2.2@@@@646.2;weatherlink
000XZ;2025-10-04 13:10:00;14.4;1008.2;1.1;70;9;;34;;72.4;259;10.8;18.6;;;;;;18.4;0;0;211;1.7;;;;1.7@@@@646.2;weatherlink
000XZ;2025-10-04 13:20:00;14.2;1008.3;1.2;70;8.8;;27.3;;49.2;259;10.8;18.6;;;;;;18.4;0;0;90;0.6;;;;0.6@@@@646.2;weatherlink
000XZ;2025-10-04 13:30:00;13.2;1008.5;1.4;76;9.1;;28;;66.6;262;10.8;18.6;;;;;;18.4;0;0;21;0;;;;0@@@@646.2;weatherlink
000XZ;2025-10-04 13:40:00;11.4;1008.9;1.8;87;9.4;;36.8;;60.8;272;10.8;18.6;;;;;;19;2.8;9.8;97;0.6;;;63;0.6@@@@646.8;weatherlink
000XZ;2025-10-04 13:50:00;11.9;1008.4;1.3;78;8.2;;32.2;;69.5;282;10.8;18.6;;;;;;19;0.8;9.8;148;1;;;;1@@@@646.8;weatherlink
000XZ;2025-10-04 14:00:00;13.2;1008.6;0.8;71;8;;32.9;;72.4;275;10.8;18.6;0.6;0;0;0;19.6;19;0;9.8;155;1.1;;;;1.1@@@@646.8;weatherlink
000XZ;2025-10-04 14:10:00;14.3;1008.7;0.9;72;9.3;;31.2;;66.6;261;10.8;18.6;;;;;;19;0;9.8;485;1.8;;;;1.8@@@@646.8;weatherlink
000XZ;2025-10-04 14:20:00;14.7;1009.1;1.3;71;9.5;;29.4;;66.6;251;10.8;18.6;;;;;;19;0;9.8;466;1.5;;;;1.5@@@@646.8;weatherlink
000XZ;2025-10-04 14:30:00;14.7;1008.9;1.1;73;9.9;;31.5;;69.5;269;10.8;18.6;;;;;;19;0;9.8;482;1.3;;;;1.3@@@@646.8;weatherlink
000XZ;2025-10-04 14:40:00;13.9;1008.8;1;73;9.2;;28.7;;72.4;248;10.8;18.6;;;;;;19;0;2.8;160;0.7;;;;0.7@@@@646.8;weatherlink
000XZ;2025-10-04 14:50:00;13.5;1008.8;1;76;9.4;;27.6;;84;252;10.8;18.6;;;;;;19;0;0.8;95;0.3;;;;0.3@@@@646.8;weatherlink
000XZ;2025-10-04 15:00:00;13.2;1009.2;1.3;74;8.7;;28.3;;57.9;253;10.8;18.6;0;0.6;0;0;19.4;19;0;0;62;0.7;;;;0.7@@@@646.8;weatherlink
000XZ;2025-10-04 15:10:00;13.6;1009.2;1.3;74;9.1;;30.8;;69.5;271;10.8;18.6;;;;;;19;0;0;336;0.9;;;;0.9@@@@646.8;weatherlink
000XZ;2025-10-04 15:20:00;13.9;1009.1;1.2;73;9.2;;29.4;;60.8;238;10.8;18.6;;;;;;19;0;0;174;0.6;;;;0.6@@@@646.8;weatherlink
000XZ;2025-10-04 15:30:00;14.5;1009.4;1.5;74;9.9;;31.5;;63.7;260;10.8;18.6;;;;;;19;0;0;309;0.6;;;;0.6@@@@646.8;weatherlink
000XZ;2025-10-04 15:40:00;14.4;1009.6;1.7;74;9.8;;34.7;;78.2;250;10.8;18.6;;;;;;19;0;0;111;0.5;;;;0.5@@@@646.8;weatherlink
000XZ;2025-10-04 15:50:00;14.2;1009.5;1.6;75;9.8;;29.4;;66.6;258;10.8;18.6;;;;;;19;0;0;135;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:00:00;14;1009.6;1.6;76;9.8;;24.8;;55;225;10.8;18.6;0;0;0;0;19.4;19;0;0;69;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:10:00;14;1009.6;1.6;74;9.4;;26.6;;55;269;10.8;18.6;;;;;;19;0;0;33;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:20:00;14.1;1009.6;1.6;69;8.5;;30.8;;55;276;10.8;18.6;;;;;;19;0;0;42;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:30:00;14.2;1009.7;1.7;72;9.2;;32.2;;57.9;261;10.8;18.6;;;;;;19;0;0;86;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:40:00;14;1009.8;1.8;74;9.4;;24.1;;63.7;250;10.8;18.6;;;;;;19;0;0;30;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 16:50:00;13.9;1009.7;1.7;73;9.1;;27.6;;63.7;257;10.8;18.6;;;;;;19;0;0;39;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:00:00;13.8;1010;1.4;75;9.5;;20.5;;43.5;259;10.8;18.6;0;0;0;0;19.4;19;0;0;19;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:10:00;12.6;1010.2;1.6;74;8;;28;;52.1;297;10.8;18.6;;;;;;19;0;0;65;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:20:00;13.3;1010.2;1.6;76;9.1;;25.1;;60.8;248;10.8;18.6;;;;;;19;0;0;37;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:30:00;13.6;1010;1.4;76;9.4;;25.5;;57.9;251;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:40:00;13.7;1010.2;1.6;76;9.6;;26.2;;52.1;263;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 17:50:00;13.8;1010.4;1.8;76;9.6;;27.6;;55;240;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:00:00;13.8;1010.6;1.4;77;9.9;;21.6;;46.3;240;10.8;18.6;0;0;0;0.6;19.2;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:10:00;13.9;1010.8;1.6;73;9.2;;28.7;;57.9;256;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:20:00;13.7;1011;1.8;75;9.4;;25.1;;60.8;273;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:30:00;13.8;1011;1.8;75;9.4;;31.5;;57.9;262;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:40:00;13.9;1011.1;1.9;75;9.5;;25.5;;55;253;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 18:50:00;14;1011.2;2;75;9.6;;26.2;;49.2;273;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:00:00;13.9;1011.2;1.6;77;10;;24.8;;49.2;258;10.8;18.6;0;0;0;0;19.2;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:10:00;14;1011.3;1.7;76;9.8;;27.3;;60.8;264;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:20:00;13.9;1011.4;1.8;77;10;;24.4;;43.5;277;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:30:00;13.8;1011.4;1.8;78;10;;26.9;;55;266;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:40:00;13.8;1011.5;1.9;77;9.8;;25.5;;55;262;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 19:50:00;13.7;1011.7;2.1;77;9.8;;23.7;;49.2;271;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:00:00;13.8;1012.1;2.1;76;9.7;;28;;49.2;258;10.8;18.6;0;0;0;0;19.2;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:10:00;14;1012.2;2.2;75;9.6;;29.7;;63.7;273;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:20:00;13.9;1012.3;2.3;74;9.4;;23.4;;43.5;276;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:30:00;14;1012.4;2.4;73;9.2;;23;;40.6;274;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:40:00;14.1;1012.4;2.4;74;9.5;;19.8;;43.5;258;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 20:50:00;14.1;1012.4;2.4;73;9.3;;21.6;;43.5;228;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:00:00;13.9;1012.5;1.9;74;9.4;;22.3;;57.9;266;10.8;18.6;0;0;0;0;19.2;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:10:00;13.9;1012.7;2.1;74;9.3;;24.4;;49.2;286;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:20:00;14;1012.9;2.3;74;9.4;;26.6;;52.1;257;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:30:00;14;1013.2;2.6;74;9.4;;24.4;;60.8;266;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:40:00;14.1;1013.2;2.6;74;9.5;;25.5;;49.2;281;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 21:50:00;14;1013.3;2.7;74;9.4;;26.2;;52.1;276;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:00:00;13.9;1013.4;2.2;75;9.6;;24.1;;57.9;285;10.8;18.6;0;0;0;0;19;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:10:00;14;1013.5;2.3;74;9.4;;26.6;;49.2;273;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:20:00;14;1013.4;2.2;76;9.8;;27.6;;55;297;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:30:00;14;1013.6;2.4;76;9.8;;26.6;;37.7;272;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:40:00;13.9;1013.6;2.4;76;9.8;;21.2;;46.3;262;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 22:50:00;13.9;1013.6;2.4;76;9.8;;25.1;;46.3;288;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:00:00;13.9;1013.7;1.6;76;9.8;;22.3;;49.2;276;10.8;18.6;0;0;0;0;19;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:10:00;13.9;1013.6;1.5;76;9.8;;23.4;;55;272;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:20:00;14.1;1013.9;1.8;76;9.9;;23.7;;46.3;288;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:30:00;14;1014;1.9;76;9.8;;19.8;;49.2;287;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:40:00;13.6;1013.9;1.8;80;10.2;;22;;40.6;272;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-04 23:50:00;13.8;1013.9;1.8;78;10.1;;27.3;;46.3;268;10.8;18.6;;;;;;19;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-05 00:00:00;13.9;1014.2;;76;9.8;;23;;43.5;265;;;0;0;0;0;19;;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-05 00:10:00;13.9;1014.2;;79;10.3;;24.8;;49.2;279;13.9;14.1;;;;;;0;0;0;0;0;;;;0@@@@646.8;weatherlink
000XZ;2025-10-05 00:20:00;13.5;1014.3;;80;10.1;;18.1;;37.7;264;13.5;14.1;;;;;;0.2;0;0;0;0;;;;0@@@@647;weatherlink
000XZ;2025-10-05 00:30:00;13.8;1014.5;;80;10.4;;25.1;;49.2;268;13.5;14.1;;;;;;0.2;0;0;0;0;;;;0@@@@647;weatherlink
000XZ;2025-10-05 00:40:00;13.2;1014.4;;83;10.4;;22.3;;49.2;252;13.2;14.1;;;;;;0.6;1.6;1.6;0;0;;;61;0@@@@647.4;weatherlink
000XZ;2025-10-05 00:50:00;13.4;1014.4;;80;10.1;;23.4;;55;261;13.2;14.1;;;;;;0.6;0.8;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:00:00;13.7;1014.5;;79;10.1;;23.7;;49.2;270;13.2;14.1;0.6;0;0;0;19.6;0.6;0;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:10:00;13.8;1014.3;;78;10;;23.7;;55;283;13.2;14.1;;;;;;0.6;0;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:20:00;13.9;1014.5;;79;10.3;;23.7;;49.2;288;13.2;14.1;;;;;;0.6;0;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:30:00;13.9;1014.5;;78;10.1;;24.1;;52.1;275;13.2;14.1;;;;;;0.6;0;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:40:00;13.9;1014.5;;75;9.5;;22;;49.2;282;13.2;14.1;;;;;;0.6;0;1.6;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 01:50:00;14;1014.6;;77;10;;21.2;;43.5;274;13.2;14.1;;;;;;0.6;0;0.8;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:00:00;14;1014.4;;77;10;;26.9;;52.1;279;13.2;14.1;0;0;0;0;18.8;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:10:00;14;1014.4;;76;9.8;;24.1;;46.3;269;13.2;14.1;;;;;;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:20:00;13.9;1014.7;;76;9.8;;25.5;;57.9;274;13.2;14.1;;;;;;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:30:00;13.9;1014.6;;78;10.1;;21.2;;49.2;272;13.2;14.1;;;;;;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:40:00;13.3;1014.6;;81;10.1;;22.3;;40.6;285;13.2;14.1;;;;;;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 02:50:00;13.3;1014.7;;82;10.3;;21.2;;46.3;270;13.2;14.1;;;;;;0.6;0;0;0;0;;;;0@@@@647.4;weatherlink
000XZ;2025-10-05 03:00:00;13.2;1014.8;0.6;82;10.2;;28.3;;60.8;259;13.2;14.1;0.4;0;0;0;12.4;1;4;17.4;0;0;;;63;0@@@@647.8;weatherlink
000XZ;2025-10-05 03:10:00;12.8;1014.8;0.6;84;10.1;;21.2;;52.1;282;12.7;14.1;;;;;;1.2;1.6;17.4;0;0;;;61;0@@@@648;weatherlink
000XZ;2025-10-05 03:20:00;13.1;1014.9;0.7;84;10.4;;19.5;;37.7;284;12.7;14.1;;;;;;1.2;0.8;17.4;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 03:30:00;13.4;1014.9;0.7;79;9.8;;22.7;;43.5;277;12.7;14.1;;;;;;1.2;0;17.4;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 03:40:00;13.5;1015.1;0.9;75;9.2;;20.9;;40.6;272;12.7;14.1;;;;;;1.2;0;17.4;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 03:50:00;13.6;1015.2;1;76;9.5;;20.2;;40.6;270;12.7;14.1;;;;;;1.2;0;17.4;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:00:00;13.6;1015.2;0.7;78;9.8;;19.1;;43.5;280;12.7;14.1;0.2;0;0;0;7.8;1.2;0;4;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:10:00;13.3;1015.3;0.8;77;9.3;;20.2;;46.3;277;12.7;14.1;;;;;;1.2;0;1.6;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:20:00;13.6;1015.4;0.9;78;9.8;;19.8;;46.3;255;12.7;14.1;;;;;;1.2;0;0.8;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:30:00;13.4;1015.5;1;78;9.6;;20.5;;37.7;279;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:40:00;13.5;1015.6;1.1;77;9.5;;25.1;;66.6;273;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 04:50:00;13.6;1015.7;1.2;77;9.7;;23.4;;46.3;277;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:00:00;13.6;1015.8;1.4;76;9.5;;17.7;;52.1;299;12.7;14.1;0;0;0;0;7.2;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:10:00;13.6;1015.8;1.4;76;9.5;;17.7;;46.3;289;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:20:00;13.6;1015.9;1.5;72;8.7;;22.7;;46.3;284;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:30:00;13.6;1016;1.6;74;9.1;;20.5;;40.6;271;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:40:00;13.6;1016;1.6;73;8.9;;20.5;;40.6;285;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 05:50:00;13.6;1016.1;1.7;75;9.2;;16.6;;37.7;286;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:00:00;13.6;1016.4;1.6;74;9.1;;18.8;;46.3;304;12.7;14.1;0;0.2;0;0;5;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:10:00;13.7;1016.5;1.7;75;9.4;;14.9;;37.7;283;12.7;14.1;;;;;;1.2;0;0;0;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:20:00;13.9;1016.5;1.7;76;9.7;;25.1;;40.6;277;12.7;14.1;;;;;;1.2;0;0;6;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:30:00;13.7;1016.8;2;72;8.8;;20.2;;49.2;294;12.7;14.1;;;;;;1.2;0;0;12;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:40:00;13.7;1016.9;2.1;76;9.5;;13.5;;40.6;305;12.7;14.1;;;;;;1.2;0;0;19;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 06:50:00;13.8;1017.1;2.3;77;9.8;;20.2;;40.6;294;12.7;14.1;;;;;;1.2;0;0;26;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:00:00;13.8;1017.5;2.3;74;9.2;;18.8;;40.6;313;12.7;14.1;0;0;0;0;4.8;1.2;0;0;83;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:10:00;13.9;1017.6;2.4;76;9.7;;18.8;;40.6;279;12.7;14.1;;;;;;1.2;0;0;76;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:20:00;13.8;1017.6;2.4;76;9.7;;18.1;;37.7;295;12.7;14.1;;;;;;1.2;0;0;72;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:30:00;13.9;1017.8;2.6;76;9.8;;17;;40.6;295;12.7;14.1;;;;;;1.2;0;0;125;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:40:00;14;1017.9;2.7;74;9.4;;20.9;;49.2;279;12.7;14.1;;;;;;1.2;0;0;77;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 07:50:00;14.1;1018.1;2.9;75;9.7;;18.4;;40.6;299;12.7;14.1;;;;;;1.2;0;0;83;0;;;;0@@@@648;weatherlink
000XZ;2025-10-05 08:00:00;14.1;1018.4;2.6;74;9.5;;23.4;;49.2;315;12.7;14.1;0;0;0;0;4.8;1.2;0;0;95;0.5;;;;0.5@@@@648;weatherlink
000XZ;2025-10-05 08:10:00;14.1;1018.5;2.7;74;9.5;;17.7;;40.6;295;12.7;14.2;;;;;;1.2;0;0;114;0.5;;;;0.5@@@@648;weatherlink
000XZ;2025-10-05 08:20:00;14.1;1018.6;2.8;74;9.5;;20.2;;43.5;284;12.7;14.2;;;;;;1.2;0;0;93;0.6;;;;0.6@@@@648;weatherlink
000XZ;2025-10-05 08:30:00;14.1;1018.7;2.9;71;8.9;;18.4;;46.3;302;12.7;14.2;;;;;;1.2;0;0;206;0.9;;;;0.9@@@@648;weatherlink
000XZ;2025-10-05 08:40:00;14.6;1018.7;2.9;72;9.6;;18.4;;43.5;266;12.7;14.6;;;;;;1.2;0;0;353;1;;;;1@@@@648;weatherlink
000XZ;2025-10-05 08:50:00;14.7;1018.9;3.1;73;9.9;;16.6;;34.8;288;12.7;14.8;;;;;;1.2;0;0;343;0.9;;;;0.9@@@@648;weatherlink
000XZ;2025-10-05 09:00:00;14.7;1019.1;2.7;72;9.7;;15.9;;43.5;294;12.7;14.8;0;0;0;0;4.8;1.2;0;0;432;1.2;;;;1.2@@@@648;weatherlink
