# METADATA:
# 000XZ: Saint-Martin-du-Bec
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol;temps_omm;complements;source
string;YYYY-MM-DD hh:mm:ss;°C;hPa;hPa;%;°C;m;km/h;km/h;km/h;deg;°C;°C;mm;mm;mm;mm;mm;mm;mm/h;mm/h;W/m²;UV Index;hours;°C;https://www.infoclimat.fr/stations-meteo/ww.php;various;StatIC={oy1110,liveobjects,wlkIPxml,wlkLive,csv,weatherlink,vws,vws2,mnw,weewxPosteriori,wlk2webdlRR,wlkLivePostprocessed,wlk2webdl}|Synop={metno1,ogimet,bufr,inra,arpa-liguria,jma1,swiss-opendata,mcx,meteocentre,andorre,arpa-piemonte}
000XZ;2025-10-04 07:00:00;14.1;1004.4;0.9;77;10.1;;29;;69.5;250;12.9;18.6;0.2;0;0;0;27;15.4;0;0;17;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 07:10:00;14;1004.6;1.1;72;9;;30.1;;55;270;12.9;18.6;;;;;;15.4;0;0;26;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 07:20:00;13.8;1005;1.5;75;9.5;;32.6;;69.5;273;12.9;18.6;;;;;;15.4;0;0;28;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 07:30:00;13.3;1005;1.5;77;9.3;;28;;72.4;281;12.9;18.6;;;;;;15.4;0;0;28;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 07:40:00;13.8;1004.9;1.4;75;9.5;;33.6;;60.8;267;12.9;18.6;;;;;;15.4;0;0;100;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 07:50:00;13.7;1005.2;1.7;76;9.6;;34.7;;60.8;277;12.9;18.6;;;;;;15.4;0;0;69;0.5;;;;0.5@@@@643.2;weatherlink
000XZ;2025-10-04 08:00:00;13.9;1005.2;1.9;72;9;;33.3;;63.7;280;12.9;18.6;0;0;0;0;26.8;15.4;0;0;69;0.5;;;;0.5@@@@643.2;weatherlink
000XZ;2025-10-04 08:10:00;13.9;1005.4;2.1;75;9.6;;28.7;;86.9;275;12.9;18.6;;;;;;15.4;0;0;72;0;;;;0@@@@643.2;weatherlink
000XZ;2025-10-04 08:20:00;14.2;1005.6;2.3;72;9.2;;29.4;;69.5;241;12.9;18.6;;;;;;15.4;0;0;295;0.7;;;;0.7@@@@643.2;weatherlink
000XZ;2025-10-04 08:30:00;13.1;1006;2.7;77;9.1;;36.5;;81.1;266;12.9;18.6;;;;;;15.4;0;0;120;0.7;;;;0.7@@@@643.2;weatherlink
000XZ;2025-10-04 08:40:00;13.4;1005.9;2.6;75;9;;32.6;;66.6;239;12.9;18.6;;;;;;15.4;0;0;339;1.1;;;;1.1@@@@643.2;weatherlink
000XZ;2025-10-04 08:50:00;13.8;1005.9;2.6;74;9.3;;30.8;;63.7;271;12.9;18.6;;;;;;15.4;0;0;439;1.1;;;;1.1@@@@643.2;weatherlink
